text
text
text
4.448920000000000097e-01 2.093000000000000138e-01
4.460052999999999934e-01 2.338999999999999968e-01
4.471214000000000022e-01 2.692999999999999838e-01
4.482404000000000388e-01 2.969999999999999862e-01
4.493620999999999865e-01 2.988999999999999990e-01
4.504866000000000148e-01 3.054999999999999938e-01
4.516140000000000154e-01 3.064000000000000057e-01
4.527440999999999827e-01 2.868999999999999884e-01
4.538770999999999778e-01 2.771000000000000130e-01
4.550128999999999979e-01 2.834999999999999742e-01
4.561515999999999349e-01 3.010999999999999788e-01
4.572930999999999524e-01 3.080999999999999850e-01
4.584374999999999978e-01 2.728999999999999759e-01
4.595846999999999571e-01 2.218999999999999861e-01
4.607349000000000028e-01 2.001999999999999891e-01
4.618879000000000179e-01 1.844000000000000083e-01
4.630437000000000025e-01 1.396000000000000019e-01
4.642024999999999624e-01 9.969999999999999696e-02
4.653642000000000056e-01 7.389999999999999347e-02
4.665287000000000184e-01 5.059999999999999915e-02
4.676962000000000619e-01 3.810000000000000192e-02
4.688666000000000222e-01 4.449999999999999789e-02
4.700399999999999578e-01 6.519999999999999407e-02
4.712162000000000295e-01 9.489999999999999825e-02
4.723954999999999682e-01 1.280999999999999917e-01
4.735775999999999875e-01 1.932999999999999996e-01
4.747627999999999848e-01 3.014999999999999902e-01
4.759509000000000101e-01 3.764000000000000123e-01
4.771419000000000077e-01 3.998999999999999777e-01
4.783359999999999834e-01 4.056000000000000161e-01
4.795329999999999870e-01 4.109999999999999765e-01
4.807329999999999659e-01 4.159999999999999809e-01
4.819360999999999784e-01 4.113999999999999879e-01
4.831421000000000188e-01 3.916999999999999926e-01
4.843511999999999817e-01 3.546000000000000263e-01
4.855632999999999755e-01 3.370000000000000218e-01
4.867783999999999445e-01 3.442000000000000060e-01
4.879966000000000581e-01 3.689000000000000057e-01
4.892177999999999805e-01 3.996999999999999997e-01
4.904419999999999891e-01 3.917999999999999816e-01
4.916694000000000342e-01 3.513000000000000012e-01
4.928997999999999435e-01 3.418999999999999817e-01
4.941332999999999420e-01 3.548999999999999932e-01
4.953698000000000268e-01 3.679000000000000048e-01
4.966095000000000370e-01 3.598000000000000087e-01
4.978523000000000254e-01 3.287999999999999812e-01
4.990980999999999890e-01 2.936000000000000276e-01
5.003470999999999336e-01 2.508000000000000229e-01
5.015993000000000812e-01 2.200999999999999901e-01
5.028544999999999821e-01 2.129000000000000059e-01
5.041128999999999749e-01 2.063000000000000111e-01
5.053744000000000014e-01 1.955999999999999961e-01
5.066391000000000089e-01 1.907999999999999974e-01
5.079069999999999974e-01 1.761000000000000065e-01
5.091780000000000195e-01 1.527000000000000024e-01
5.104522999999999699e-01 1.456999999999999962e-01
5.117296999999999541e-01 1.434999999999999887e-01
5.130103000000000302e-01 1.353999999999999926e-01
5.142940999999999763e-01 1.332000000000000128e-01
5.155811000000000144e-01 1.481000000000000094e-01
5.168712999999999225e-01 2.107999999999999874e-01
5.181647999999999810e-01 2.990999999999999770e-01
5.194615000000000204e-01 3.469999999999999751e-01
5.207614999999999883e-01 3.619999999999999885e-01
5.220647000000000482e-01 3.816999999999999837e-01
5.233712000000000364e-01 3.704999999999999960e-01
5.246809000000000056e-01 3.295000000000000151e-01
5.259939000000000142e-01 2.893000000000000016e-01
5.273101999999999512e-01 2.748999999999999777e-01
5.286297999999999275e-01 3.027000000000000246e-01
5.299527000000000543e-01 3.509999999999999787e-01
5.312788999999999984e-01 3.899000000000000243e-01
5.326083999999999818e-01 3.996000000000000107e-01
5.339412999999999521e-01 4.061000000000000165e-01
5.352774999999999617e-01 3.867999999999999772e-01
5.366170000000000107e-01 3.478999999999999870e-01
5.379599000000000464e-01 3.266000000000000014e-01
5.393061000000000105e-01 3.150000000000000022e-01
5.406556999999999613e-01 3.195999999999999952e-01
5.420087000000000099e-01 3.372999999999999887e-01
5.433650999999999343e-01 3.431000000000000161e-01
5.447248999999999564e-01 3.353999999999999759e-01
5.460881000000000762e-01 3.065999999999999837e-01
5.474546999999999608e-01 2.857000000000000095e-01
5.488247000000000542e-01 2.738999999999999768e-01
5.501981000000000233e-01 2.429000000000000048e-01
5.515750000000000375e-01 2.210999999999999910e-01
5.529553000000000385e-01 2.207000000000000073e-01
5.543390999999999735e-01 2.371000000000000052e-01
5.557263000000000064e-01 2.497000000000000053e-01
5.571169999999999733e-01 2.536999999999999811e-01
5.585111999999999854e-01 2.659000000000000252e-01
5.599089000000000427e-01 2.762999999999999901e-01
5.613100000000000867e-01 2.561999999999999833e-01
5.627147000000000121e-01 2.281999999999999862e-01
5.641228999999999827e-01 2.503000000000000225e-01
5.655345999999999984e-01 3.252999999999999781e-01
5.669499000000000066e-01 3.966999999999999971e-01
5.683686999999999490e-01 4.279000000000000026e-01
5.697909999999999364e-01 4.380999999999999894e-01
5.712169000000000274e-01 4.364000000000000101e-01
5.726463999999999999e-01 4.038999999999999813e-01
5.740794000000000175e-01 3.678000000000000158e-01
5.755160999999999749e-01 3.682000000000000273e-01
5.769562999999999775e-01 3.650999999999999801e-01
5.784000999999999726e-01 3.522000000000000131e-01
5.798476000000000186e-01 3.695999999999999841e-01
5.812985999999999986e-01 4.205999999999999739e-01
5.827533000000000296e-01 4.576000000000000068e-01
5.842117000000000004e-01 4.354000000000000092e-01
5.856736999999999638e-01 3.925000000000000155e-01
5.871393000000000306e-01 3.764000000000000123e-01
5.886086000000000373e-01 3.690999999999999837e-01
5.900815999999999839e-01 3.528000000000000025e-01
5.915582999999999814e-01 3.395000000000000240e-01
5.930386999999999187e-01 3.508000000000000007e-01
5.945228000000000179e-01 3.763000000000000234e-01
5.960105999999999460e-01 3.887999999999999790e-01
5.975020999999999249e-01 3.901999999999999913e-01
5.989972999999999548e-01 3.736999999999999766e-01
6.004962999999999829e-01 3.331999999999999962e-01
6.019991000000000092e-01 3.271000000000000019e-01
6.035055999999999754e-01 3.587000000000000188e-01
6.050157999999999925e-01 3.825999999999999956e-01
6.065298999999999552e-01 4.022000000000000020e-01
6.080476999999999688e-01 4.146000000000000241e-01
6.095694000000000390e-01 4.152000000000000135e-01
6.110948000000000491e-01 4.149999999999999800e-01
6.126241000000000048e-01 4.171000000000000263e-01
6.141571999999999587e-01 4.184999999999999831e-01
6.156941000000000219e-01 4.016000000000000125e-01
6.172349000000000308e-01 3.866999999999999882e-01
6.187795000000000378e-01 3.763000000000000234e-01
6.203279999999999905e-01 3.607000000000000206e-01
6.218803999999999998e-01 3.491000000000000214e-01
6.234366000000000074e-01 3.563999999999999946e-01
6.249968000000000190e-01 3.421000000000000152e-01
6.265608000000000288e-01 3.126999999999999780e-01
6.281287999999999316e-01 3.057000000000000273e-01
6.297007000000000021e-01 3.205000000000000071e-01
6.312765000000000182e-01 3.563000000000000056e-01
6.328563000000000383e-01 3.780000000000000027e-01
6.344400000000000039e-01 3.415000000000000258e-01
6.360276999999999736e-01 3.084000000000000075e-01
6.376194000000000583e-01 3.297999999999999821e-01
6.392149999999999777e-01 3.770000000000000018e-01
6.408146999999999593e-01 4.037000000000000033e-01
6.424182999999999977e-01 3.976000000000000090e-01
6.440259000000000400e-01 3.862999999999999767e-01
6.456376000000000337e-01 3.840000000000000080e-01
6.472533000000000314e-01 3.604999999999999871e-01
6.488730999999999804e-01 3.266000000000000014e-01
6.504969000000000445e-01 3.245000000000000107e-01
6.521247999999999490e-01 3.458999999999999853e-01
6.537566999999999684e-01 3.788000000000000256e-01
6.553926999999999392e-01 4.021000000000000130e-01
6.570328999999999198e-01 4.037999999999999923e-01
6.586771000000000154e-01 4.213000000000000078e-01
6.603253999999999513e-01 4.480999999999999983e-01
6.619779000000000080e-01 4.531000000000000028e-01
6.636345000000000161e-01 4.408000000000000251e-01
6.652951999999999755e-01 4.067999999999999949e-01
6.669600999999999447e-01 4.012999999999999901e-01
6.686292000000000346e-01 4.442999999999999727e-01
6.703024000000000759e-01 4.625000000000000222e-01
6.719798999999999634e-01 4.655000000000000249e-01
6.736615000000000242e-01 4.925999999999999823e-01
6.753472999999999837e-01 5.137000000000000455e-01
6.770374000000000114e-01 5.144999999999999574e-01
6.787317000000000489e-01 5.001999999999999780e-01
6.804301999999999850e-01 4.834999999999999853e-01
6.821329999999999893e-01 4.692000000000000060e-01
